,Mfg_Year,KM,CC,Doors,Gears,Quarterly_Tax,Weight,Guarantee_Period,Airco,Automatic_airco,CD_Player,Central_Lock,Radio,Metallic_Rim,Radio_cassette,Diesel,Petrol,Black,Blue,Green,Grey,Red,Silver,Violet,White,Yellow
19,2002,29510,1400,3,5,85,1100,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,2002,32692,1400,3,5,85,1100,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21,2002,43000,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,2002,25000,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,2002,10000,1400,3,5,85,1100,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,2002,25329,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,2002,49059,1400,3,5,85,1100,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,2002,44068,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27,2002,46961,1400,3,5,85,1100,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
28,2002,110404,2000,5,5,234,1255,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,2002,79375,2000,5,5,234,1255,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30,2002,75048,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31,2002,72215,2000,5,5,234,1255,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2002,57086,1400,5,5,85,1110,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
33,2002,56000,1600,5,5,100,1180,3,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
34,2002,49866,1800,5,5,100,1195,13,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
35,2002,49163,1600,5,5,100,1165,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36,2002,45725,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
37,2002,43210,1400,5,5,85,1110,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38,2002,43000,1400,5,5,85,1110,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39,2002,39704,1600,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
40,2002,38950,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
41,2002,37177,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,2002,36544,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
43,2002,33511,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44,2002,32809,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45,2002,32181,1600,5,5,19,1075,12,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
46,2002,30993,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
47,2002,29719,1400,5,5,85,1110,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
48,2002,29206,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49,2002,28817,1598,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50,2002,28000,1600,5,5,85,1115,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
51,2002,25266,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52,2002,23489,1600,5,5,85,1115,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,2002,22575,1600,5,5,85,1115,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
54,2002,20019,16000,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
55,2002,16238,1600,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
56,2002,15414,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
57,2002,8537,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
58,2002,7000,1400,5,5,85,1100,12,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
59,2003,66966,2000,3,5,210,1245,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
60,2003,51884,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
61,2003,48110,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
62,2003,37500,2000,3,5,234,1260,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
63,2003,34472,1995,3,5,234,1260,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
64,2003,33329,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
65,2003,31850,1600,3,5,85,1120,20,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
66,2003,29435,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
67,2003,25948,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
68,2003,24500,1600,3,5,85,1120,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
69,2003,23902,1400,3,5,85,1100,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
70,2003,23175,1600,3,5,85,1120,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71,2003,19200,1400,3,5,85,1100,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
72,2003,16123,1600,3,5,85,1105,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
73,2003,14635,1600,3,5,100,1155,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
74,2003,13748,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
75,2003,11500,1600,3,5,69,1045,12,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
76,2003,7187,1600,3,5,85,1105,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77,2004,4000,2000,5,5,283,1480,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
78,2004,13253,2000,5,5,234,1320,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
79,2004,13253,2000,5,5,234,1320,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
80,2004,10000,2000,5,5,234,1270,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
81,2004,6000,2000,5,5,234,1280,3,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
82,2004,10841,2000,5,5,234,1270,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
83,2004,1,1600,3,5,85,1105,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
84,2003,63000,2000,5,5,234,1255,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
85,2003,51099,2000,5,5,234,1255,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
86,2003,40010,1600,5,5,85,1115,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
87,2003,36012,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
88,2003,36000,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
89,2003,36000,1600,5,5,19,1075,3,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
90,2003,35000,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
91,2003,33740,1400,5,5,85,1135,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
92,2003,33477,1600,5,5,19,1075,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
93,2003,32627,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94,2003,29797,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
95,2003,29441,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
96,2003,29371,1600,4,5,19,1105,24,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
97,2003,29000,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
98,2003,27821,1400,5,5,85,1110,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
99,2003,27371,1400,5,5,85,1135,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
100,2003,25170,1600,5,5,19,1105,24,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
101,2003,25000,2000,5,5,64,1320,3,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
102,2003,22588,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
103,2003,21684,1800,5,5,19,1185,12,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
104,2003,21428,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
105,2003,20270,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
106,2003,20000,1600,5,5,100,1165,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
107,2003,19988,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
108,2003,18328,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
109,2003,17896,1600,4,5,85,1150,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
110,2003,17300,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
111,2003,17038,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
112,2003,13747,1400,5,5,85,1110,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
113,2003,13178,1600,5,5,85,1130,3,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
114,2003,13000,1600,4,5,85,1105,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
115,2003,11999,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
116,2003,11754,1600,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
117,2003,10000,1598,5,5,85,1105,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
118,2003,7650,1600,5,5,85,1115,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
119,2003,6500,1600,4,5,85,1100,28,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
120,2003,6155,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
121,2003,6000,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
122,2003,5459,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
123,2003,5278,1600,4,5,85,1150,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
124,2003,5000,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
125,2003,1,1400,4,5,19,1065,36,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126,2004,11000,1600,5,5,85,1130,24,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
127,2004,10077,1400,5,5,85,1110,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
128,2004,9788,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
129,2004,8574,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
130,2004,6250,1600,5,5,85,1115,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
131,2004,5000,1600,5,5,85,1130,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
132,2004,15,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
133,2004,1,1400,4,5,19,1100,36,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
134,2001,243000,1900,3,5,185,1110,3,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
135,2001,180638,2000,4,5,210,1160,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
136,2001,179860,2000,5,5,210,1205,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
137,2001,158320,1800,5,5,64,1110,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
138,2001,130062,1900,5,5,185,1140,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
139,2001,123425,1900,5,5,185,1140,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
140,2001,110000,1900,5,5,185,1095,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
141,2001,105699,1400,3,5,69,1025,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
142,2001,96829,1600,5,5,85,1075,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
143,2001,96518,1400,3,5,69,1025,12,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
144,2001,91456,1900,3,5,185,1110,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
145,2001,89968,1900,5,5,185,1140,3,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
146,2001,89757,1600,3,5,69,1045,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
147,2001,85017,1400,5,5,85,1060,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
148,2001,82743,1600,5,5,197,1121,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,2001,81106,1900,5,5,185,1140,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
150,2001,78677,1600,5,5,85,1105,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
151,2001,78425,1600,5,5,85,1075,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
152,2001,78108,2000,3,5,210,1170,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
153,2001,77321,1600,5,5,85,1075,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
154,2001,74172,1600,5,5,163,1615,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
155,2001,71793,1600,4,5,197,1067,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156,2001,71200,1600,5,5,85,1075,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
157,2001,67805,1600,5,5,85,1075,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
158,2001,65988,1600,3,5,69,1040,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
159,2001,65345,1400,5,5,85,1060,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
160,2001,64564,1600,5,5,85,1080,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
161,2001,63459,1400,5,5,85,1060,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
162,2001,62000,1600,5,5,19,1075,12,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
163,2001,61300,1400,3,5,69,1030,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
164,2001,61000,1600,5,5,85,1075,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
165,2001,60829,1600,5,5,85,1075,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
166,2001,60500,1600,5,5,85,1075,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
167,2001,59500,1900,3,5,64,1110,12,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
168,2001,58798,1600,5,5,85,1075,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
169,2001,58363,1600,3,5,85,1055,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
170,2001,55678,1600,4,5,69,1030,3,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
171,2001,55539,1600,5,5,85,1085,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
172,2001,55400,1600,5,5,85,1075,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
173,2001,54600,1600,4,5,69,1030,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
174,2001,53773,1600,5,5,85,1075,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
175,2001,53719,1600,5,5,85,1105,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
176,2001,53644,1600,5,5,19,1075,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
177,2001,53350,1600,5,5,85,1075,12,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
178,2001,53000,1600,5,5,85,1075,6,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
179,2001,51945,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
180,2001,50873,1600,5,5,85,1075,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
181,2001,50856,1600,4,5,69,1030,12,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
182,2001,50640,1600,5,5,85,1075,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
183,2001,50000,1400,5,5,85,1060,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
184,2001,49291,1600,3,5,69,1040,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
185,2001,48952,2000,5,5,210,1205,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
186,2001,48928,1900,3,5,185,1105,3,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
187,2001,48052,1900,3,5,185,1105,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
188,2001,48000,1600,5,5,85,1075,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
189,2001,47350,1600,5,5,85,1075,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
190,2001,46821,1400,5,5,85,1060,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
191,2001,46694,1600,3,5,69,1040,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
192,2001,46515,1400,5,5,69,1025,12,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
193,2001,46327,1600,3,5,85,1055,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
194,2001,45713,1400,5,5,19,1085,6,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
195,2001,45600,1600,5,5,85,1105,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
196,2001,45287,1600,5,5,85,1075,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
197,2001,45081,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
198,2001,44830,1600,5,5,85,1075,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
199,2001,44757,1400,3,5,69,1025,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
200,2001,44218,1400,5,5,85,1060,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
201,2001,43632,1600,5,5,85,1075,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
202,2001,43427,1600,3,5,69,1040,3,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
203,2001,43254,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
204,2001,42823,1600,5,5,85,1075,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
205,2001,42560,1600,5,5,85,1080,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
206,2001,41754,1600,3,5,69,1040,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
207,2001,41499,1600,5,5,197,1103,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208,2001,41000,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
209,2001,40000,1600,3,5,85,1055,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
210,2001,39757,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
211,2001,39650,1600,3,5,85,1055,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
212,2001,39516,1400,5,5,85,1060,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
213,2001,39000,1400,3,5,69,1025,3,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
214,2001,38932,1600,3,5,69,1040,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
215,2001,38812,1400,3,5,69,1025,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
216,2001,38653,1600,5,5,85,1080,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
217,2001,38461,1600,5,5,85,1080,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
218,2001,37576,1400,3,5,69,1030,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
219,2001,37533,1600,5,5,85,1075,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
220,2001,37389,1600,5,5,85,1080,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
221,2001,37320,1400,3,5,69,1025,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
222,2001,37000,1400,3,5,69,1025,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
223,2001,37000,1600,4,5,19,1075,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
224,2001,36566,1600,5,5,85,1090,3,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
225,2001,36269,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
226,2001,36066,1600,3,5,69,1040,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
227,2001,34000,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
228,2001,33591,1600,5,5,85,1075,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
229,2001,33258,1600,5,5,85,1075,3,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
230,2001,33000,1600,5,6,19,1075,3,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
231,2001,32941,1600,5,5,85,1080,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
232,2001,32781,1600,5,5,85,1075,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
233,2001,32532,1600,3,5,69,1040,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
234,2001,32431,1400,5,5,85,1060,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
235,2001,32000,1600,3,5,69,1040,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
