,Mfg_Year,KM,CC,Doors,Gears,Quarterly_Tax,Weight,Guarantee_Period,Airco,Automatic_airco,CD_Player,Central_Lock,Radio,Metallic_Rim,Radio_cassette,Diesel,Petrol,Black,Blue,Green,Grey,Red,Silver,Violet,White,Yellow,Mfg_Year_zscore,KM_zscore,CC_zscore,Doors_zscore,Gears_zscore,Quarterly_Tax_zscore,Weight_zscore,Guarantee_Period_zscore
10,2002,67660,1600,3,5,85,1105,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.013648560977211371,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.6377741058661109,-0.27718713865588795
11,2002,43905,1600,3,5,100,1170,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-0.6396466809236954,0.04181023946019485,-1.094741748605225,-0.1711517726841592,0.3462999926325215,1.9040501221143675,-0.27718713865588795
12,2002,56349,1600,3,5,85,1120,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-0.31171906128092347,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
13,2002,32220,1600,3,5,85,1120,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-0.9475729293587476,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
14,2002,28450,1600,3,5,85,1120,3,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-1.0469209787040747,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
15,2002,34545,1600,3,5,85,1120,3,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.8863039068845074,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
16,2002,41415,1600,3,5,85,1120,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-0.7052638275735268,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
17,2002,11090,1600,3,5,85,1120,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-1.5043963465117347,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
18,2002,9750,1400,3,5,19,1100,12,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1.5355962966696275,-1.5397083852710816,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-1.7170260083705602,0.5403682584623989,2.800395486783759
19,2002,29510,1400,3,5,85,1100,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-1.0189875749093673,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
20,2002,32692,1400,3,5,85,1100,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-0.9351346589897835,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
21,2002,43000,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-0.6634954832201201,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
22,2002,25000,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.1378363023755278,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
23,2002,10000,1400,3,5,85,1100,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-1.5331203183383677,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
24,2002,25329,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.5355962966696275,-1.129166406292076,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
25,2002,49059,1400,3,5,85,1100,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.5038270930388636,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
26,2002,44068,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5355962966696275,-0.6353512612835658,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
27,2002,46961,1400,3,5,85,1100,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.5591141507381995,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
28,2002,110404,2000,5,5,234,1255,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5355962966696275,1.112752770910497,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.559949527977472,-0.27718713865588795
29,2002,79375,2000,5,5,234,1255,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5355962966696275,0.2950682554897665,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.559949527977472,-0.27718713865588795
30,2002,75048,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,0.18104199301835266,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
31,2002,72215,2000,5,5,234,1255,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5355962966696275,0.10638601853683766,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.559949527977472,-0.27718713865588795
32,2002,57086,1400,5,5,85,1110,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-0.2922974399632826,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
33,2002,56000,1600,5,5,100,1180,3,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.3209160027189922,0.04181023946019485,1.0021414127269637,-0.1711517726841592,0.3462999926325215,2.0988618169217914,-0.27718713865588795
34,2002,49866,1800,5,5,100,1195,13,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1.5355962966696275,-0.4825608129800628,0.45137172958216937,1.0021414127269637,-0.1711517726841592,0.3462999926325215,2.391079359132928,3.142349111832609
35,2002,49163,1600,5,5,100,1165,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.5355962966696275,-0.5010864571948546,0.04181023946019485,1.0021414127269637,-0.1711517726841592,0.3462999926325215,1.8066442747106555,-0.27718713865588795
36,2002,45725,1600,5,5,85,1075,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-0.5916855536535375,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.05333902144383863,-0.27718713865588795
37,2002,43210,1400,5,5,85,1110,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-0.6579615069966402,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
38,2002,43000,1400,5,5,85,1110,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-0.6634954832201201,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
39,2002,39704,1600,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.7503525576610214,0.04181023946019485,1.0021414127269637,-0.1711517726841592,0.3462999926325215,2.0988618169217914,-0.27718713865588795
40,2002,38950,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5355962966696275,-0.7702221675300868,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
41,2002,37177,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5355962966696275,-0.8169447382168944,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
42,2002,36544,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.8336257236905262,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
43,2002,33511,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.9135521517182125,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
44,2002,32809,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-0.9320514436652734,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
45,2002,32181,1600,5,5,19,1075,12,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-0.948600667800251,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-1.7170260083705602,0.05333902144383863,2.800395486783759
46,2002,30993,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-0.9799071618645079,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
47,2002,29719,1400,5,5,85,1110,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5355962966696275,-1.0134799509536183,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
48,2002,29206,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.0269986642995474,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
49,2002,28817,1598,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.0372496964468505,0.037714624558975104,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
50,2002,28000,1600,5,5,85,1115,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.0587794991829598,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.8325858006735349,-0.27718713865588795
51,2002,25266,1600,5,5,85,1130,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.1308265991591202,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
52,2002,23489,1600,5,5,85,1115,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5355962966696275,-1.177654578916851,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.8325858006735349,-0.27718713865588795
53,2002,22575,1600,5,5,85,1115,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.2017405516228536,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.8325858006735349,-0.27718713865588795
54,2002,20019,16000,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-1.2690969479429215,29.530237528242363,1.0021414127269637,-0.1711517726841592,0.3462999926325215,2.0988618169217914,-0.27718713865588795
55,2002,16238,1600,5,5,100,1180,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5355962966696275,-1.368734872233288,0.04181023946019485,1.0021414127269637,-0.1711517726841592,0.3462999926325215,2.0988618169217914,-0.27718713865588795
56,2002,15414,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.3904491408435133,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
57,2002,8537,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5355962966696275,-1.57167368602861,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
58,2002,7000,1400,5,5,85,1100,12,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1.5355962966696275,-1.6121771215309355,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,2.800395486783759
59,2003,66966,2000,3,5,210,1245,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.181662616366723,-0.031937034782425426,0.8609332197041439,-1.094741748605225,-0.1711517726841592,3.148347648315719,3.3651378331700483,-0.27718713865588795
60,2003,51884,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-0.42938193669919544,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
61,2003,48110,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-0.528835395115446,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
62,2003,37500,2000,3,5,234,1260,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.181662616366723,-0.808432955739828,0.8609332197041439,-1.094741748605225,-0.1711517726841592,3.7597035004647803,3.6573553753811843,-0.27718713865588795
63,2003,34472,1995,3,5,234,1260,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.181662616366723,-0.8882276224288599,0.8506941824510946,-1.094741748605225,-0.1711517726841592,3.7597035004647803,3.6573553753811843,-0.27718713865588795
64,2003,33329,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-0.9183482644452283,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
65,2003,31850,1600,3,5,85,1120,20,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-0.9573232684191643,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,5.536024487174557
66,2003,29435,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-1.0209639949891816,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
67,2003,25948,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.1128543525666763,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
68,2003,24500,1600,3,5,85,1120,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.1510124362409557,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
69,2003,23902,1400,3,5,85,1100,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-1.1667710923440078,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
70,2003,23175,1600,3,5,85,1120,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-1.18592919098434,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.929991648077247,-0.27718713865588795
71,2003,19200,1400,3,5,85,1100,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.2906794552144925,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
72,2003,16123,1600,3,5,85,1105,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-1.3717653830223364,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.6377741058661109,-0.27718713865588795
73,2003,14635,1600,3,5,100,1155,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.41097755740585,0.04181023946019485,-1.094741748605225,-0.1711517726841592,0.3462999926325215,1.6118325799032314,-0.27718713865588795
74,2003,13748,1400,3,5,85,1100,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.181662616366723,-1.4343520188831194,-0.3677512506617797,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.5403682584623989,-0.27718713865588795
75,2003,11500,1600,3,5,69,1045,12,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.4935919167420837,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.44336798306001596,-0.5310960629784336,2.800395486783759
76,2003,7187,1600,3,5,85,1105,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.6072492474652655,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.6377741058661109,-0.27718713865588795
77,2004,4000,2000,5,5,283,1480,3,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.8277289360638185,-1.6912339247235035,0.8609332197041439,1.0021414127269637,-0.1711517726841592,5.007888365269114,7.943212661144514,-0.27718713865588795
78,2004,13253,2000,5,5,234,1320,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.8277289360638185,-1.447396391409893,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,4.8262255442257285,-0.27718713865588795
79,2004,13253,2000,5,5,234,1320,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.8277289360638185,-1.447396391409893,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,4.8262255442257285,-0.27718713865588795
80,2004,10000,2000,5,5,234,1270,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.8277289360638185,-1.5331203183383677,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.8521670701886084,-0.27718713865588795
81,2004,6000,2000,5,5,234,1280,3,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.8277289360638185,-1.6385293892617916,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,4.046978764996032,-0.27718713865588795
82,2004,10841,2000,5,5,234,1270,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.8277289360638185,-1.5109580611767177,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.8521670701886084,-0.27718713865588795
83,2004,1,1600,3,5,85,1105,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.8277289360638185,-1.7966166433791966,0.04181023946019485,-1.094741748605225,-0.1711517726841592,-0.0357974149606418,0.6377741058661109,-0.27718713865588795
84,2003,63000,2000,5,5,234,1255,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.181662616366723,-0.13645012860300026,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.559949527977472,-0.27718713865588795
85,2003,51099,2000,5,5,234,1255,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2.181662616366723,-0.4500684668679174,0.8609332197041439,1.0021414127269637,-0.1711517726841592,3.7597035004647803,3.559949527977472,-0.27718713865588795
86,2003,40010,1600,5,5,85,1115,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-0.7422887637353794,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.8325858006735349,-0.27718713865588795
87,2003,36012,1600,5,5,85,1130,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.181662616366723,-0.8476451301233416,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
88,2003,36000,1600,5,5,85,1130,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-0.847961357336112,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.124803342884671,-0.27718713865588795
89,2003,36000,1600,5,5,19,1075,3,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-0.847961357336112,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-1.7170260083705602,0.05333902144383863,-0.27718713865588795
90,2003,35000,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-0.874313625066968,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
91,2003,33740,1400,5,5,85,1135,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-0.9075174824078465,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.2222091902883832,-0.27718713865588795
92,2003,33477,1600,5,5,19,1075,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-0.9144481288210616,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-1.7170260083705602,0.05333902144383863,-0.27718713865588795
93,2003,32627,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-0.9368475563922892,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
94,2003,29797,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.0114244740706115,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
95,2003,29441,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.0208058813827963,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
96,2003,29371,1600,4,5,19,1105,24,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-1.0226505401239563,0.04181023946019485,-0.04630016793913076,-0.1711517726841592,-1.7170260083705602,0.6377741058661109,6.903838987369956
97,2003,29000,1400,5,5,85,1110,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.181662616366723,-1.032427231452104,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
98,2003,27821,1400,5,5,85,1110,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.181662616366723,-1.063496555106783,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,0.7351799532698229,-0.27718713865588795
99,2003,27371,1400,5,5,85,1135,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-1.0753550755856682,-0.3677512506617797,1.0021414127269637,-0.1711517726841592,-0.0357974149606418,1.2222091902883832,-0.27718713865588795
100,2003,25170,1600,5,5,19,1105,24,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.181662616366723,-1.1333564168612822,0.04181023946019485,1.0021414127269637,-0.1711517726841592,-1.7170260083705602,0.6377741058661109,6.903838987369956
101,2003,25000,2000,5,5,64,1320,3,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.181662616366723,-1.1378363023755278,0.8609332197041439,1.0021414127269637,-0.1711517726841592,-0.5707337855910704,4.8262255442257285,-0.27718713865588795
